,path,label
0,Data/preprocessed slices/slice_150_NC150_motion.npy,1
1,Data/preprocessed slices/slice_150_NC150_nomotion.npy,0
2,Data/preprocessed slices/slice_150_NC235_motion.npy,1
3,Data/preprocessed slices/slice_150_NC235_nomotion.npy,0
4,Data/preprocessed slices/slice_150_NC239_motion.npy,1
5,Data/preprocessed slices/slice_150_NC239_nomotion.npy,0
6,Data/preprocessed slices/slice_151_NC150_motion.npy,1
7,Data/preprocessed slices/slice_151_NC150_nomotion.npy,0
8,Data/preprocessed slices/slice_151_NC235_motion.npy,1
9,Data/preprocessed slices/slice_151_NC235_nomotion.npy,0
10,Data/preprocessed slices/slice_151_NC239_motion.npy,1
11,Data/preprocessed slices/slice_151_NC239_nomotion.npy,0
12,Data/preprocessed slices/slice_134_NC239_nomotion.npy,0
13,Data/preprocessed slices/slice_135_NC150_motion.npy,1
14,Data/preprocessed slices/slice_135_NC150_nomotion.npy,0
15,Data/preprocessed slices/slice_135_NC235_motion.npy,1
16,Data/preprocessed slices/slice_135_NC235_nomotion.npy,0
17,Data/preprocessed slices/slice_135_NC239_motion.npy,1
18,Data/preprocessed slices/slice_135_NC239_nomotion.npy,0
19,Data/preprocessed slices/slice_136_NC150_nomotion.npy,0
20,Data/preprocessed slices/slice_136_NC150_motion.npy,1
21,Data/preprocessed slices/slice_136_NC235_motion.npy,1
22,Data/preprocessed slices/slice_136_NC235_nomotion.npy,0
23,Data/preprocessed slices/slice_136_NC239_motion.npy,1
24,Data/preprocessed slices/slice_136_NC239_nomotion.npy,0
25,Data/preprocessed slices/slice_137_NC150_motion.npy,1
26,Data/preprocessed slices/slice_137_NC150_nomotion.npy,0
27,Data/preprocessed slices/slice_137_NC235_motion.npy,1
28,Data/preprocessed slices/slice_137_NC235_nomotion.npy,0
29,Data/preprocessed slices/slice_137_NC239_motion.npy,1
30,Data/preprocessed slices/slice_137_NC239_nomotion.npy,0
31,Data/preprocessed slices/slice_138_NC150_motion.npy,1
32,Data/preprocessed slices/slice_138_NC150_nomotion.npy,0
33,Data/preprocessed slices/slice_138_NC235_motion.npy,1
34,Data/preprocessed slices/slice_138_NC235_nomotion.npy,0
35,Data/preprocessed slices/slice_138_NC239_motion.npy,1
36,Data/preprocessed slices/slice_138_NC239_nomotion.npy,0
37,Data/preprocessed slices/slice_139_NC150_motion.npy,1
38,Data/preprocessed slices/slice_139_NC150_nomotion.npy,0
39,Data/preprocessed slices/slice_139_NC235_nomotion.npy,0
40,Data/preprocessed slices/slice_139_NC235_motion.npy,1
41,Data/preprocessed slices/slice_139_NC239_motion.npy,1
42,Data/preprocessed slices/slice_139_NC239_nomotion.npy,0
43,Data/preprocessed slices/slice_140_NC150_motion.npy,1
44,Data/preprocessed slices/slice_140_NC150_nomotion.npy,0
45,Data/preprocessed slices/slice_140_NC235_motion.npy,1
46,Data/preprocessed slices/slice_140_NC235_nomotion.npy,0
47,Data/preprocessed slices/slice_140_NC239_motion.npy,1
48,Data/preprocessed slices/slice_140_NC239_nomotion.npy,0
49,Data/preprocessed slices/slice_141_NC150_motion.npy,1
50,Data/preprocessed slices/slice_141_NC150_nomotion.npy,0
51,Data/preprocessed slices/slice_141_NC235_motion.npy,1
52,Data/preprocessed slices/slice_141_NC235_nomotion.npy,0
53,Data/preprocessed slices/slice_141_NC239_motion.npy,1
54,Data/preprocessed slices/slice_141_NC239_nomotion.npy,0
55,Data/preprocessed slices/slice_142_NC150_motion.npy,1
56,Data/preprocessed slices/slice_142_NC150_nomotion.npy,0
57,Data/preprocessed slices/slice_142_NC235_motion.npy,1
58,Data/preprocessed slices/slice_142_NC235_nomotion.npy,0
59,Data/preprocessed slices/slice_142_NC239_motion.npy,1
60,Data/preprocessed slices/slice_142_NC239_nomotion.npy,0
61,Data/preprocessed slices/slice_143_NC150_motion.npy,1
62,Data/preprocessed slices/slice_143_NC150_nomotion.npy,0
63,Data/preprocessed slices/slice_143_NC235_motion.npy,1
64,Data/preprocessed slices/slice_143_NC235_nomotion.npy,0
65,Data/preprocessed slices/slice_143_NC239_motion.npy,1
66,Data/preprocessed slices/slice_143_NC239_nomotion.npy,0
67,Data/preprocessed slices/slice_144_NC150_motion.npy,1
68,Data/preprocessed slices/slice_144_NC150_nomotion.npy,0
69,Data/preprocessed slices/slice_144_NC235_motion.npy,1
70,Data/preprocessed slices/slice_144_NC235_nomotion.npy,0
71,Data/preprocessed slices/slice_144_NC239_motion.npy,1
72,Data/preprocessed slices/slice_144_NC239_nomotion.npy,0
73,Data/preprocessed slices/slice_145_NC150_motion.npy,1
74,Data/preprocessed slices/slice_145_NC150_nomotion.npy,0
75,Data/preprocessed slices/slice_145_NC235_motion.npy,1
76,Data/preprocessed slices/slice_145_NC235_nomotion.npy,0
77,Data/preprocessed slices/slice_145_NC239_motion.npy,1
78,Data/preprocessed slices/slice_145_NC239_nomotion.npy,0
79,Data/preprocessed slices/slice_146_NC150_motion.npy,1
80,Data/preprocessed slices/slice_146_NC150_nomotion.npy,0
81,Data/preprocessed slices/slice_146_NC235_motion.npy,1
82,Data/preprocessed slices/slice_146_NC235_nomotion.npy,0
83,Data/preprocessed slices/slice_146_NC239_motion.npy,1
84,Data/preprocessed slices/slice_146_NC239_nomotion.npy,0
85,Data/preprocessed slices/slice_147_NC150_motion.npy,1
86,Data/preprocessed slices/slice_147_NC150_nomotion.npy,0
87,Data/preprocessed slices/slice_147_NC235_motion.npy,1
88,Data/preprocessed slices/slice_147_NC235_nomotion.npy,0
89,Data/preprocessed slices/slice_147_NC239_motion.npy,1
90,Data/preprocessed slices/slice_147_NC239_nomotion.npy,0
91,Data/preprocessed slices/slice_148_NC150_motion.npy,1
92,Data/preprocessed slices/slice_148_NC150_nomotion.npy,0
93,Data/preprocessed slices/slice_148_NC235_motion.npy,1
94,Data/preprocessed slices/slice_148_NC235_nomotion.npy,0
95,Data/preprocessed slices/slice_148_NC239_motion.npy,1
96,Data/preprocessed slices/slice_148_NC239_nomotion.npy,0
97,Data/preprocessed slices/slice_149_NC150_motion.npy,1
98,Data/preprocessed slices/slice_149_NC150_nomotion.npy,0
99,Data/preprocessed slices/slice_149_NC235_motion.npy,1
100,Data/preprocessed slices/slice_149_NC235_nomotion.npy,0
101,Data/preprocessed slices/slice_149_NC239_motion.npy,1
102,Data/preprocessed slices/slice_149_NC239_nomotion.npy,0
103,Data/preprocessed slices/slice_119_NC235_motion.npy,1
104,Data/preprocessed slices/slice_119_NC235_nomotion.npy,0
105,Data/preprocessed slices/slice_119_NC239_motion.npy,1
106,Data/preprocessed slices/slice_119_NC239_nomotion.npy,0
107,Data/preprocessed slices/slice_120_NC150_motion.npy,1
108,Data/preprocessed slices/slice_120_NC150_nomotion.npy,0
109,Data/preprocessed slices/slice_120_NC235_motion.npy,1
110,Data/preprocessed slices/slice_120_NC235_nomotion.npy,0
111,Data/preprocessed slices/slice_120_NC239_motion.npy,1
112,Data/preprocessed slices/slice_120_NC239_nomotion.npy,0
113,Data/preprocessed slices/slice_121_NC150_motion.npy,1
114,Data/preprocessed slices/slice_121_NC150_nomotion.npy,0
115,Data/preprocessed slices/slice_121_NC235_motion.npy,1
116,Data/preprocessed slices/slice_121_NC235_nomotion.npy,0
117,Data/preprocessed slices/slice_121_NC239_motion.npy,1
118,Data/preprocessed slices/slice_121_NC239_nomotion.npy,0
119,Data/preprocessed slices/slice_122_NC150_motion.npy,1
120,Data/preprocessed slices/slice_122_NC150_nomotion.npy,0
121,Data/preprocessed slices/slice_122_NC235_motion.npy,1
122,Data/preprocessed slices/slice_122_NC235_nomotion.npy,0
123,Data/preprocessed slices/slice_122_NC239_motion.npy,1
124,Data/preprocessed slices/slice_122_NC239_nomotion.npy,0
125,Data/preprocessed slices/slice_123_NC150_motion.npy,1
126,Data/preprocessed slices/slice_123_NC150_nomotion.npy,0
127,Data/preprocessed slices/slice_123_NC235_motion.npy,1
128,Data/preprocessed slices/slice_123_NC235_nomotion.npy,0
129,Data/preprocessed slices/slice_123_NC239_motion.npy,1
130,Data/preprocessed slices/slice_123_NC239_nomotion.npy,0
